在多倍消耗模式下，各多倍策略pt收益从大到小排名

原始的全一倍排名506

说明：排名是按平均pt排从高到低
倍数分别为r1~r5使用的倍数
可获得pt为这一轮打完后预计获得的pt
消耗LP是这一轮消耗的LP
平均每LP获得pt就是前面两个数相除
可以在浏览器中使用Ctrl+F，在出现的输入框里输入你想要的倍数序列查看排名（格式：a,b,c,d,e，取值在1~4之间，逗号别省）

排名：190,倍数：1,3,2,2,3,可获得pt:5644,消耗LP:275,平均每LP获得pt:20.523636
排名：191,倍数：1,2,3,3,2,可获得pt:5644,消耗LP:275,平均每LP获得pt:20.523636
排名：192,倍数：1,1,4,4,1,可获得pt:5644,消耗LP:275,平均每LP获得pt:20.523636
排名：193,倍数：3,2,2,4,4,可获得pt:7695,消耗LP:375,平均每LP获得pt:20.520000
排名：194,倍数：2,4,1,4,4,可获得pt:7695,消耗LP:375,平均每LP获得pt:20.520000
排名：195,倍数：1,2,4,1,3,可获得pt:5643,消耗LP:275,平均每LP获得pt:20.520000
排名：196,倍数：3,1,4,3,4,可获得pt:7694,消耗LP:375,平均每LP获得pt:20.517333
排名：197,倍数：2,3,3,3,4,可获得pt:7694,消耗LP:375,平均每LP获得pt:20.517333
排名：198,倍数：2,2,4,4,3,可获得pt:7694,消耗LP:375,平均每LP获得pt:20.517333
排名：199,倍数：1,4,3,4,3,可获得pt:7694,消耗LP:375,平均每LP获得pt:20.517333
排名：200,倍数：1,4,4,2,4,可获得pt:7693,消耗LP:375,平均每LP获得pt:20.514667
排名：201,倍数：3,1,1,4,3,可获得pt:6151,消耗LP:300,平均每LP获得pt:20.503333
排名：202,倍数：3,2,3,4,4,可获得pt:8200,消耗LP:400,平均每LP获得pt:20.500000
排名：203,倍数：3,1,2,2,4,可获得pt:6150,消耗LP:300,平均每LP获得pt:20.500000
排名：204,倍数：2,4,2,4,4,可获得pt:8200,消耗LP:400,平均每LP获得pt:20.500000
排名：205,倍数：2,3,1,2,4,可获得pt:6150,消耗LP:300,平均每LP获得pt:20.500000
排名：206,倍数：2,2,2,3,3,可获得pt:6150,消耗LP:300,平均每LP获得pt:20.500000
排名：207,倍数：2,1,3,4,2,可获得pt:6150,消耗LP:300,平均每LP获得pt:20.500000
排名：208,倍数：2,1,1,1,3,可获得pt:4100,消耗LP:200,平均每LP获得pt:20.500000
排名：209,倍数：1,4,1,3,3,可获得pt:6150,消耗LP:300,平均每LP获得pt:20.500000
排名：210,倍数：1,3,2,4,2,可获得pt:6150,消耗LP:300,平均每LP获得pt:20.500000
排名：211,倍数：1,2,1,2,2,可获得pt:4100,消耗LP:200,平均每LP获得pt:20.500000
排名：212,倍数：1,1,2,3,1,可获得pt:4100,消耗LP:200,平均每LP获得pt:20.500000
排名：213,倍数：2,3,4,3,4,可获得pt:8199,消耗LP:400,平均每LP获得pt:20.497500
排名：214,倍数：1,4,4,4,3,可获得pt:8199,消耗LP:400,平均每LP获得pt:20.497500
